Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","1991","1991","g/capita/day","9.85","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","1992","1992","g/capita/day","9.43","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","1993","1993","g/capita/day","9.61","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","1994","1994","g/capita/day","9.22","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","1995","1995","g/capita/day","8.81","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","1996","1996","g/capita/day","10.19","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","1997","1997","g/capita/day","10.55","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","1998","1998","g/capita/day","9.78","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","1999","1999","g/capita/day","7.98","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2000","2000","g/capita/day","10.32","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2001","2001","g/capita/day","9.5","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2002","2002","g/capita/day","11.94","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2003","2003","g/capita/day","9.51","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2004","2004","g/capita/day","9.51","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2005","2005","g/capita/day","11.25","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2006","2006","g/capita/day","12.96","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2007","2007","g/capita/day","13.64","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2008","2008","g/capita/day","15.52","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2009","2009","g/capita/day","13.46","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2010","2010","g/capita/day","13.17","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2011","2011","g/capita/day","13.42","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2012","2012","g/capita/day","13.67","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2656","Beer","2013","2013","g/capita/day","10.98","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","1990","1990","g/capita/day","0.4","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","1991","1991","g/capita/day","0.22","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","1992","1992","g/capita/day","0.11","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","1993","1993","g/capita/day","0","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","1994","1994","g/capita/day","0.11","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","1995","1995","g/capita/day","0.41","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","1996","1996","g/capita/day","0.59","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","1997","1997","g/capita/day","0.5","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","1998","1998","g/capita/day","0.82","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","1999","1999","g/capita/day","0.75","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2000","2000","g/capita/day","0.86","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2001","2001","g/capita/day","0.61","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2002","2002","g/capita/day","0.25","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2003","2003","g/capita/day","0.24","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2004","2004","g/capita/day","0.3","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2005","2005","g/capita/day","4.8","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2006","2006","g/capita/day","0.24","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2007","2007","g/capita/day","0.19","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2008","2008","g/capita/day","0.09","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2009","2009","g/capita/day","0.19","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2010","2010","g/capita/day","0.99","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2011","2011","g/capita/day","1.53","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2012","2012","g/capita/day","1.37","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2532","Cassava and products","2013","2013","g/capita/day","1.74","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","1990","1990","g/capita/day","0.95","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","1991","1991","g/capita/day","1.01","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","1992","1992","g/capita/day","1.07","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","1993","1993","g/capita/day","1.11","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","1994","1994","g/capita/day","1.52","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","1995","1995","g/capita/day","1.37","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","1996","1996","g/capita/day","1.75","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","1997","1997","g/capita/day","1.8","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","1998","1998","g/capita/day","2.74","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","1999","1999","g/capita/day","1.74","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2000","2000","g/capita/day","1.82","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2001","2001","g/capita/day","7.66","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2002","2002","g/capita/day","4.45","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2003","2003","g/capita/day","1.41","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2004","2004","g/capita/day","2.93","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2005","2005","g/capita/day","1.36","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2006","2006","g/capita/day","1.79","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2007","2007","g/capita/day","1.95","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2008","2008","g/capita/day","3.21","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2009","2009","g/capita/day","9.38","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2010","2010","g/capita/day","14.16","Fc","Calculated data"
"CC","Food Supply - Crops Primary Equivalent","221","Oman","646","Food supply quantity (g/capita/day)","2520","Cereals, Other","2011","2011","g/capita/day","17.78","Fc","Calculated data"
